solver,problem,restarts,conflicts,decisions,propagations,conf_lits,num_ev,ev_decisions,ev_conflicts,ev_learnt,total_lbd,mem_used,cpu_time,er_time,satisfiability
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/opensource/h_TreeArb/h_TreeArb.aig_unroll21_maplesat_preprocess.cnf,31,7342,19052,826203,123543,10,0,0,0,41693,12,0.309163,0.012978,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/parity/parity_91_maplesat_preprocess.cnf,22012,14673428,16082803,246666248,10121716838,10,0,0,0,782933355,1298,4908.8,349.892,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/VexRiscv-regch0-20-p0.aig_unroll19_maplesat_preprocess.cnf,1,7,788,3641,14,0,0,0,0,10,25,0.081629,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_79_63_grid_maplesat_preprocess.cnf,1,0,4836,9687,0,0,0,0,0,0,14,0.017068,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round36_restrict470_maplesat_preprocess.cnf,12818,8024922,9403462,16012169024,824653585,514,0,0,0,234586818,130,4947.51,52.8282,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/community_attachment_2016/modgen-n200-m90860q08c40-2087_maplesat_preprocess.cnf,3067,1548133,2054954,367645618,49752450,24,0,0,0,20484207,27,163.061,5.17249,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_61_57_grid_maplesat_preprocess.cnf,1,0,3360,6726,0,0,0,0,0,0,13,0.012795,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_5091.smt2_maplesat_preprocess.cnf,2043,934723,1522009,1452235006,69262621,156,1,0,0,31184537,48,346.951,7.24283,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/community_attachment_2016/modgen-n200-m90860q08c40-18788_maplesat_preprocess.cnf,4095,2351632,3002188,563060257,68413423,23,0,0,0,29938956,31,271.4,7.48573,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_17288.smt2_maplesat_preprocess.cnf,15,3098,8336,176919,29185,10,0,0,0,18603,12,0.062979,0.004248,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand/rounds36_maplesat_preprocess.cnf,20668,14000689,50759214,6640935886,1838756247,1548,445,6775,1176,681677065,457,4946.89,2183.91,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n5_w16_d128_e0.aig_unroll17_maplesat_preprocess.cnf,255,93750,136440,81296241,2146091,11,0,0,0,1023372,127,31.7376,2.54925,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict500_maplesat_preprocess.cnf,94,26223,152277,37995781,798365,53,0,0,0,215465,18,11.7781,0.13774,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict465_maplesat_preprocess.cnf,511,214170,278846,50095059,5253726,186,0,0,0,2141152,14,16.6941,0.437791,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/gen33/gen33.aig_unroll19_maplesat_preprocess.cnf,10,1434,3362,27650,11961,0,0,0,0,9332,11,0.014585,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain/rounds40_maplesat_preprocess.cnf,16381,10161928,46776659,9714398703,1783332216,985,225,0,0,646777049,444,4946.82,581.728,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/circular_pointer_top_w32_d128_e0.aig_unroll6_maplesat_preprocess.cnf,11,1674,14879,373639,15407,0,0,0,0,10379,19,0.143077,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix/rounds42_maplesat_preprocess.cnf,2557,1319626,10870115,548588283,129332896,895,0,0,0,51393575,501,4946.31,4743.83,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/shift_register_top_w64_d8_e0.aig_unroll17_maplesat_preprocess.cnf,995,406578,6099698,156255240,10617398,42,0,0,0,4869876,22,41.2524,2.06052,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/grandtour_puzzle_2018/gto_p60c233_maplesat_preprocess.cnf,4095,2439262,2702698,435393265,50205667,27,0,0,0,29605085,32,111.508,5.55576,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/shift_register_top_w128_d32_e0.aig_unroll21_maplesat_preprocess.cnf,20475,13571839,447778870,17260923804,461189649,112,0,0,0,179761302,105,4848.23,160.255,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix/rounds23_maplesat_preprocess.cnf,20476,13631740,35989772,9717479778,2386799252,990,114,0,0,971429496,390,4942.01,1390.48,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round56_restrict500_maplesat_preprocess.cnf,14,2242,55986,12945818,52848,6,0,0,0,20098,106,5.29476,0.866771,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round48_restrict500_maplesat_preprocess.cnf,93,25176,111934,28347936,619859,43,0,0,0,188495,15,8.48061,0.100802,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round50_restrict505_maplesat_preprocess.cnf,14,2273,55961,2886358,13209,10,0,0,0,9084,22,1.40081,0.033919,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_61_27_grid_maplesat_preprocess.cnf,1,0,1561,3126,0,0,0,0,0,0,12,0.003597,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_79_12_grid_maplesat_preprocess.cnf,1,0,858,1723,0,0,0,0,0,0,11,0.003704,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/c_bounded_model_checker_2018/avg_true-unreach-call.i_maplesat_preprocess.cnf,44028,31519852,57354001,12755225558,2016931237,230,1928,802425,130917,1092729942,247,4947.46,363.454,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round56_restrict510_maplesat_preprocess.cnf,1,5,12,74152,15,0,0,0,0,10,22,0.100743,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round36_restrict495_maplesat_preprocess.cnf,336,125338,278573,102994704,3466026,106,0,0,0,1394092,14,30.3073,0.351562,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/crafted_combinational_equivalence_2017/mp1-rubikcube812_maplesat_preprocess.cnf,19453,13108674,14056695,4882730435,221769794,118,1377,6231,2395,141632035,54,1778.47,86.2383,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round28_restrict490_maplesat_preprocess.cnf,6,690,1672,74568,7549,0,0,0,0,2940,12,0.035121,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round32_restrict450_maplesat_preprocess.cnf,19451,13042117,17260260,13057873670,953705427,702,0,0,0,256130310,135,4947.77,122.392,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round40_restrict460_maplesat_preprocess.cnf,5064,2859544,5911282,13971387180,206839081,359,0,0,0,95546538,77,4949.05,28.4481,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/3regular/tseitin_740n_3regular_maplesat_preprocess.cnf,55457,39713068,84185539,26440015728,5443606470,1862,150059,9457260,1853699,5109846836,322,4942.71,461.936,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round62_restrict485_maplesat_preprocess.cnf,4092,2090365,4588670,10595654641,97520500,982,0,0,0,38105076,47,4949.49,23.8163,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round62_restrict470_maplesat_preprocess.cnf,5037,2850048,5633212,13554948903,337357101,1212,0,0,0,76789770,64,4949.21,29.8655,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round30_restrict480_maplesat_preprocess.cnf,511,223452,286933,62378271,5863020,159,0,0,0,1980859,14,22.6726,0.49947,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/shift_register_top_w64_d128_e0.aig_unroll17_maplesat_preprocess.cnf,1974,903556,14976376,453621143,25354731,62,0,0,0,10834002,33,111.578,5.03139,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_6083.smt2_maplesat_preprocess.cnf,13288,8200185,11026716,5584807438,251820887,289,2,0,0,122483187,68,1044.53,47.2858,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/circular_pointer_top_w16_d16_e0.aig_unroll12_maplesat_preprocess.cnf,125,33854,124656,6214098,558218,19,0,0,0,274511,13,1.7477,0.135083,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/grandtour_puzzle_2018/gto_p50c312_maplesat_preprocess.cnf,47904,33869021,38567033,25721423092,1435116217,181,2,0,0,722725831,174,4947.53,287.434,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p099.aig_unroll22_maplesat_preprocess.cnf,2,157,988,11978,787,0,0,0,0,529,12,0.011901,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round40_restrict480_maplesat_preprocess.cnf,3861,1978311,3674222,13446053924,59876303,378,0,0,0,44286963,57,4948.85,19.6105,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal21/cal21.aig_unroll3_maplesat_preprocess.cnf,1,47,93,826,202,0,0,0,0,184,11,0.002144,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round54_restrict505_maplesat_preprocess.cnf,10,1406,24355,1832499,8548,0,0,0,0,5746,23,0.590992,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-busdelay-p46.aig_unroll19_maplesat_preprocess.cnf,67,19743,32506,1845766,465412,37,0,0,0,201747,11,0.674869,0.018486,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/picorv32-check-p01.aig_unroll21_maplesat_preprocess.cnf,30,6364,23182,1810437,107162,10,0,0,0,47428,35,0.74954,0.12087,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_73_57_grid_maplesat_preprocess.cnf,102461,79538778,769565549,9256937023,3711808642,2757,27991062,19290271,5653132,3225881845,824,4937.41,1642.18,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round44_restrict490_maplesat_preprocess.cnf,3312,1716354,4288893,13367219927,45929787,285,146,0,0,25122219,136,4948.29,23.3269,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/dspfilters_fastfir_second-p32.aig_unroll9_maplesat_preprocess.cnf,11,1646,4220,3995498,42723,0,0,0,0,9920,21,0.71476,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_16482.smt2_maplesat_preprocess.cnf,1278,604297,1262701,745763009,38961940,97,0,0,0,16400111,42,195.438,5.49607,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_17674.smt2_maplesat_preprocess.cnf,254,88431,172066,58781182,3378024,50,1,0,0,971208,31,15.3895,0.858453,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round28_restrict495_maplesat_preprocess.cnf,108,29631,51526,21730774,821852,52,0,0,0,317358,14,6.1679,0.095758,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round58_restrict465_maplesat_preprocess.cnf,5628,3175600,6026532,12485258920,531654836,1066,0,0,0,90519203,95,4948.34,34.0078,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n5_w8_d128_e0.aig_unroll6_maplesat_preprocess.cnf,1,79,1844,99811,639,0,0,0,0,225,25,0.104623,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_34_27_grid_maplesat_preprocess.cnf,1,0,858,1716,0,0,0,0,0,0,11,0.001478,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p078.aig_unroll17_maplesat_preprocess.cnf,6,627,1537,57457,6001,0,0,0,0,2998,11,0.029887,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_88_39_grid_maplesat_preprocess.cnf,114686,88537436,718988715,10826433746,4129037822,2799,30594327,23642939,6687399,3641337152,756,4935.8,1714.73,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/gen14/gen14.aig_unroll15_maplesat_preprocess.cnf,10,1537,5326,55124,19256,0,0,0,0,14460,11,0.020483,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_58_36_grid_maplesat_preprocess.cnf,1,0,1995,3996,0,0,0,0,0,0,12,0.00832,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round50_restrict470_maplesat_preprocess.cnf,2557,1326972,4594133,9707532234,86659856,383,3,0,0,35314749,123,4949.42,21.0978,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019A/picorv32_mutBY_nomem-p8.aig_unroll12_maplesat_preprocess.cnf,1758,815994,2031195,588602545,57272512,46,0,0,0,12189861,54,207.938,11.7196,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019A/picorv32_mutBY_nomem-p8.aig_unroll9_maplesat_preprocess.cnf,14,2146,6883,703341,57818,10,0,0,0,15902,14,0.2915,0.02875,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-pfcache-p13.aig_unroll15_maplesat_preprocess.cnf,2,136,9745,34502,602,0,0,0,0,486,14,0.053838,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_4963.smt2_maplesat_preprocess.cnf,2046,1024158,1678285,1433548237,79903262,167,1,0,0,34808171,53,340.154,5.9704,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018A/zipcpu-busdelay-p02.aig_unroll20_maplesat_preprocess.cnf,142,47833,74391,4597289,1192292,32,0,0,0,532492,11,1.75594,0.050756,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal5/cal5.aig_unroll12_maplesat_preprocess.cnf,206,67410,170496,3023033,1013854,11,0,0,0,649218,12,1.25583,0.186215,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/popularity_similarity_2017/mp1-ps_5000_21250_3_0_0.7_0_1.50_8_maplesat_preprocess.cnf,32763,21487558,25388851,5170296542,785122180,33,0,0,0,512566839,91,4948.77,166.682,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round28_restrict495_maplesat_preprocess.cnf,10,1549,4035,191556,16602,0,0,0,0,7178,12,0.050308,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_qflexpress_divfive-p113.aig_unroll21_maplesat_preprocess.cnf,30,6289,13734,585236,110235,13,0,0,0,50082,12,0.188977,0.011303,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/3regular/tseitin_560n_3regular_maplesat_preprocess.cnf,55157,39409745,75968607,27557814809,4055215068,1477,132031,10191768,1913167,3793682316,303,4938.02,481.509,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict490_maplesat_preprocess.cnf,1,72,334,9809,289,0,0,0,0,173,11,0.010081,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict510_maplesat_preprocess.cnf,1,2,18,4220,9,0,0,0,0,6,12,0.004546,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_76_18_grid_maplesat_preprocess.cnf,105429,81049023,297087356,10915885262,3628416010,2186,9605965,16236839,4464924,3238443232,611,4937.68,1822.66,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round54_restrict465_maplesat_preprocess.cnf,2297,1205375,5961108,10351153221,62159331,285,198,0,0,35122490,235,4948.56,43.453,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/4regular/tseitin_300n_4regular_maplesat_preprocess.cnf,51689,37376729,72757290,24768212885,4299376343,1820,105966,9616192,1860648,4040500672,307,4934.1,462.461,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/dspfilters_fastfir_second-p29.aig_unroll9_maplesat_preprocess.cnf,1,30,161,43709,98,0,0,0,0,84,18,0.069542,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/opensource/vis_arrays_am2910_p1/vis_arrays_am2910_p1.aig_unroll20_maplesat_preprocess.cnf,3,403,2088,22470,4731,0,0,0,0,1897,12,0.016968,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_3392.smt2_maplesat_preprocess.cnf,2045,948625,1669839,1438066352,67110985,174,0,0,0,29946104,48,340.773,7.30148,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round30_restrict450_maplesat_preprocess.cnf,8363,5385388,7895259,16401207641,517454993,595,0,0,0,215062487,90,4949.32,38.9983,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_10613.smt2_maplesat_preprocess.cnf,1085,528255,1089414,1035183311,44633914,97,0,0,0,12653542,77,313.511,8.86525,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round66_restrict485_maplesat_preprocess.cnf,4095,2438207,5011661,13150836167,259732606,967,0,0,0,42893824,71,4948.89,25.1313,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round72_restrict450_maplesat_preprocess.cnf,4396,2573883,6273877,12313332468,407062061,970,27,0,0,93321657,149,4948.54,35.2277,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/dspfilters_fastfir_second-p26.aig_unroll17_maplesat_preprocess.cnf,765,316802,779317,1094621768,18803444,20,0,0,0,3953759,53,225.363,6.7533,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round24_restrict490_maplesat_preprocess.cnf,1,24,108,4964,224,0,0,0,0,80,12,0.004542,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-pfcache-p15.aig_unroll17_maplesat_preprocess.cnf,1,82,335,15666,416,0,0,0,0,265,11,0.007804,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/3regular/tseitin_700n_3regular_maplesat_preprocess.cnf,55513,39730132,80562709,26831756711,5287291821,1912,109384,10461868,2000418,4952145090,324,4932.74,471.121,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p094.aig_unroll19_maplesat_preprocess.cnf,4,489,1601,44595,3847,0,0,0,0,2126,11,0.014139,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/6regular/tseitin_200n_6regular_maplesat_preprocess.cnf,68387,53934329,118014282,21721825092,8713611570,2026,89049,3897996,721189,8307572552,471,4919,637.332,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_61_12_grid_maplesat_preprocess.cnf,114722,88545684,211139642,12556902429,3465937290,1743,4758070,17743973,5702588,3082950395,447,4937.78,1437.84,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal229/cal229.aig_unroll20_maplesat_preprocess.cnf,32767,23741169,100268559,14549361534,857376972,408,11424,38,26,402946861,336,4952.99,964.514,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n5_w16_d32_e0.aig_unroll15_maplesat_preprocess.cnf,148,48875,67384,20172474,988782,18,0,0,0,458513,37,6.54513,0.429227,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round56_restrict505_maplesat_preprocess.cnf,51,11772,261248,5905201,90146,11,155,6,2,68640,25,2.49716,0.198459,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round38_restrict460_maplesat_preprocess.cnf,5118,2949590,5613343,13383289112,214136072,499,0,0,0,97735457,63,4947.21,28.1646,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict450_maplesat_preprocess.cnf,7180,4103671,7949394,13051814036,758778242,1133,0,0,0,144085711,88,4949.6,43.0965,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict465_maplesat_preprocess.cnf,5723,3230484,5720751,10491195352,534344489,722,0,0,0,93451246,100,4947.96,34.4304,INDETERMINATE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round50_restrict495_maplesat_preprocess.cnf,127,43453,205197,41753276,1476123,85,0,0,0,418603,16,17.134,0.20083,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-busdelay-p43.aig_unroll20_maplesat_preprocess.cnf,3,396,1772,32072,3621,0,0,0,0,2131,11,0.016368,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/zipversa_composecrc_prf-p15.aig_unroll22_maplesat_preprocess.cnf,13,1928,4231,193596,21328,0,0,0,0,13093,13,0.087607,0,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_16_9_grid_maplesat_preprocess.cnf,1,0,120,239,0,0,0,0,0,0,11,0.001368,0,SATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_11196.smt2_maplesat_preprocess.cnf,766,330142,418862,47889639,6976631,141,0,0,0,3519525,26,20.4912,2.53423,UNSATISFIABLE
xmaplesat_sub_rep0_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-zipmmu-p10.aig_unroll12_maplesat_preprocess.cnf,12,1731,4173,148565,21645,0,0,0,0,11561,12,0.056802,0,UNSATISFIABLE
