solver,problem,restarts,conflicts,decisions,propagations,conf_lits,num_ev,ev_decisions,ev_conflicts,ev_learnt,total_lbd,mem_used,cpu_time,er_time,satisfiability
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round70_restrict445_maplesat_preprocess.cnf,4094,2206840,5249754,8591766920,355663201,572,9,1922963,652921,78073150,84,4938.4,740.863,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_12001.smt2_maplesat_preprocess.cnf,4095,2399803,4099477,4471383762,225330711,574,9,415106,244107,93308741,90,1651.64,496.73,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round66_restrict490_maplesat_preprocess.cnf,3581,1860544,3713753,9595842300,122785724,500,0,776633,146145,25602323,47,3539.51,238.238,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-zipmmu-p00.aig_unroll19_maplesat_preprocess.cnf,63,17997,31955,2224883,407669,7,0,0,0,164693,14,0.932931,0.133523,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round28_restrict480_maplesat_preprocess.cnf,125,34367,47269,6284710,618364,15,1,1850,561,259846,12,2.26387,0.224371,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round42_restrict475_maplesat_preprocess.cnf,3316,1717166,3790834,10426461006,101829701,461,0,2047883,504337,37740091,47,4940.97,265.502,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round60_restrict490_maplesat_preprocess.cnf,1597,760861,4657391,10098038965,15818180,221,153,153663,14551,10630974,60,4946.43,48.3774,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_82_36_grid_maplesat_preprocess.cnf,1,0,2834,5678,0,0,0,0,0,0,13,0.00825,0,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/circular_pointer_top_w8_d32_e0.aig_unroll20_maplesat_preprocess.cnf,1147,546088,1279103,181952900,14493100,157,106,41267,23789,6185691,21,57.6503,12.4419,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round68_restrict475_maplesat_preprocess.cnf,4095,2315385,5064493,10927033192,164450635,574,1,666802,207086,53921117,47,4940.45,350.694,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round72_restrict500_maplesat_preprocess.cnf,82,22863,204152,43647522,587477,9,0,0,0,181051,21,19.1268,0.310938,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round26_restrict450_maplesat_preprocess.cnf,12284,7442600,10009719,3326096738,469552463,1715,978,5456019,2221071,176414157,92,4922.46,2699.43,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round30_restrict460_maplesat_preprocess.cnf,8188,4577907,6593603,9424851335,365282564,1147,94,9807655,2193355,137745921,71,4929.57,1377.28,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round30_restrict490_maplesat_preprocess.cnf,3322,1719326,2196996,3155725748,83942944,462,3,2077003,401130,20982431,47,1184.77,151.63,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_2426.smt2_maplesat_preprocess.cnf,1023,473754,823804,435939460,26944008,142,0,45223,21366,11653600,31,133.908,21.2556,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/dspfilters_fastfir_second-p17.aig_unroll9_maplesat_preprocess.cnf,3,252,1361,790827,9713,0,0,0,0,2004,18,0.20362,0.001562,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round72_restrict500_maplesat_preprocess.cnf,125,34521,282135,76396835,776949,15,0,81,77,282364,21,26.7362,0.489618,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round34_restrict460_maplesat_preprocess.cnf,9674,6012275,7343227,6993728562,533899980,1351,48,6229306,1503657,182982131,104,4925.48,2218.62,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round42_restrict465_maplesat_preprocess.cnf,3947,2004218,4758625,11581405334,110243532,548,83,2302876,585392,59950279,55,4941.07,311.884,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round60_restrict505_maplesat_preprocess.cnf,3,269,1618,74004,1991,0,0,0,0,1025,15,0.065049,0.000618,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain/rounds38_maplesat_preprocess.cnf,5913,3311268,20303527,3111230208,494901344,826,757,510253,402195,205055549,167,4922.07,2392.86,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/gen31/gen31.aig_unroll15_maplesat_preprocess.cnf,335,125367,3402077,131265889,22645155,44,40,7107,4779,8907976,30,44.0986,6.23806,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/dspfilters_fastfir_second-p28.aig_unroll21_maplesat_preprocess.cnf,124,32958,156592,191149218,2704684,14,0,11,11,477641,76,46.176,1.73965,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round26_restrict500_maplesat_preprocess.cnf,1,50,120,7800,387,0,0,0,0,171,11,0.005061,0.0001,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_88_9_grid_maplesat_preprocess.cnf,22074,14696284,40145924,260133511,394929153,3090,225748,6423984,3220172,336953469,137,4912.68,4647.24,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_qflexpress_divfive-p023.aig_unroll15_maplesat_preprocess.cnf,1,16,57,1334,61,0,0,0,0,53,11,0.003665,3.70E-05,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round76_restrict445_maplesat_preprocess.cnf,4094,2252072,6052555,8488925027,256599573,573,16,1211095,438855,80842383,69,4938.9,548.195,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/3regular/tseitin_240n_3regular_maplesat_preprocess.cnf,19102,12890794,20489020,1324600203,421756820,2650,105281,34642628,10355298,362778554,79,4910.04,4198.25,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_7617.smt2_maplesat_preprocess.cnf,14,2277,6750,94213,17624,1,0,0,0,12658,12,0.041673,0.00615,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/grandtour_puzzle_2018/gto_p60c241_maplesat_preprocess.cnf,985,402952,474412,13879467,8613015,133,116,672997,189654,4834895,15,15.4632,6.14642,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/circular_pointer_top_w16_d16_e0.aig_unroll20_maplesat_preprocess.cnf,1405,656183,2473778,173891917,18399509,194,342,103350,99568,7581731,22,62.934,17.4054,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round30_restrict510_maplesat_preprocess.cnf,1,8,25,19215,30,0,0,0,0,21,14,0.019411,2.10E-05,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d64_e0.aig_unroll21_maplesat_preprocess.cnf,892,369780,500444,334212380,10797010,121,0,4323,2595,4914043,330,395.49,40.946,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p011.aig_unroll12_maplesat_preprocess.cnf,14,2033,3523,144798,23087,1,0,0,0,12182,11,0.058735,0.006494,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-pfcache-p13.aig_unroll9_maplesat_preprocess.cnf,1,32,2230,4328,206,0,0,0,0,178,12,0.012535,2.80E-05,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/sorting_networks_2016/snw_13_8_CCSEncnopre_maplesat_preprocess.cnf,1556,747755,975681,1349800109,20787694,216,3,64880,30296,7376114,52,459.587,45.3525,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n4_w64_d128_e0.aig_unroll22_maplesat_preprocess.cnf,826,346904,489717,370045422,10556944,112,0,20342,7866,4751273,458,297.344,39.9076,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round78_restrict475_maplesat_preprocess.cnf,3306,1715412,4397055,10286245467,218031276,459,0,717214,339760,39855366,69,4942.65,388.119,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divfive-p082.aig_unroll22_maplesat_preprocess.cnf,1,87,917,5696,301,0,0,0,0,223,12,0.010518,0.0002,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round64_restrict460_maplesat_preprocess.cnf,4095,2371559,5327956,9117082409,324138100,574,4,1613125,593223,72971867,90,4936.55,729.877,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_1388.smt2_maplesat_preprocess.cnf,2047,1103526,1846773,1660204569,84425169,286,0,121048,87697,37491888,59,526.05,102.558,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/picorv32-check-p01.aig_unroll19_maplesat_preprocess.cnf,25,4654,22479,1121734,62248,2,0,0,0,32570,31,0.589016,0.116656,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/picorv32-check-p17.aig_unroll17_maplesat_preprocess.cnf,10,1498,31596,674550,15936,0,0,0,0,8589,26,0.294198,0.004032,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/dspfilters_fastfir_second-p17.aig_unroll20_maplesat_preprocess.cnf,1533,713003,1736909,3000953535,61745177,212,18,103070,53993,9880814,76,1079.16,84.0664,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018A/zipcpu-busdelay-p18.aig_unroll17_maplesat_preprocess.cnf,1,76,133,7231,534,0,0,0,0,291,11,0.004928,0.000149,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/opensource/h_b05/h_b05.aig_unroll19_maplesat_preprocess.cnf,1,38,532,8468,416,0,0,0,0,226,11,0.006039,8.40E-05,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-zipmmu-p24.aig_unroll22_maplesat_preprocess.cnf,1,70,416,14149,304,0,0,0,0,227,13,0.021215,0.00015,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divfive-p012.aig_unroll9_maplesat_preprocess.cnf,3,314,655,14276,2625,0,0,0,0,1512,11,0.005591,0.000431,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-zipmmu-p14.aig_unroll20_maplesat_preprocess.cnf,7,1139,3185,157058,14993,0,0,0,0,6277,13,0.080964,0.003655,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_3325.smt2_maplesat_preprocess.cnf,1153,557907,1026259,598854047,36430365,159,8,33147,18340,15941226,31,199.807,31.6689,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand/rounds56_maplesat_preprocess.cnf,6653,3794984,23140212,3941042362,544127894,932,462,439750,344885,213753127,196,4931.83,2727.64,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_1193.smt2_maplesat_preprocess.cnf,382,146856,360668,61434820,4796720,51,16,3389,1722,2051119,23,22.0638,2.91648,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_2584.smt2_maplesat_preprocess.cnf,2046,1006807,1718552,1386968874,77672254,284,22,128711,69230,33885773,46,467.76,92.6516,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/beem/cambridge.7.prop2-back-serstep.aig_unroll17_maplesat_preprocess.cnf,5496,3109505,5851395,6518194921,434435446,767,156,1392786,714610,67687836,172,4931.65,1521.69,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_4677.smt2_maplesat_preprocess.cnf,1023,499910,914501,442710404,31353332,142,3,15678,9986,13831648,31,161.999,26.4248,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_76_15_grid_maplesat_preprocess.cnf,20250,13458135,53864635,262018566,435531203,2835,340638,4259438,2384330,377958214,151,4912.93,4601.07,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_7247.smt2_maplesat_preprocess.cnf,15,3133,9059,146143,24867,1,0,0,0,16735,12,0.080422,0.009606,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_79_72_grid_maplesat_preprocess.cnf,18172,12316588,171783034,451532316,377997580,2550,664242,266276,157139,309949614,220,4909.18,4497.99,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n2_w8_d128_e0.aig_unroll9_maplesat_preprocess.cnf,10,1501,2808,497851,22629,0,0,0,0,8723,19,0.150169,0.00392,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_17850.smt2_maplesat_preprocess.cnf,931,387314,493994,43162098,8170186,127,3,29048,7633,4106478,26,29.5804,8.90179,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round24_restrict450_maplesat_preprocess.cnf,63,18695,26631,3367161,297526,7,0,11,6,137669,12,1.06882,0.085795,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/picorv32-pcregs-p2.aig_unroll22_maplesat_preprocess.cnf,3403,1764931,11601334,978737225,47793040,474,263,71574,48707,18603349,48,411.292,124.038,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round40_restrict490_maplesat_preprocess.cnf,732,302789,568927,306032100,15450438,99,0,21518,6362,3947035,22,116.747,10.6555,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_73_30_grid_maplesat_preprocess.cnf,1,0,2088,4185,0,0,0,0,0,0,12,0.010152,0,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/shift_register_top_w64_d8_e0.aig_unroll21_maplesat_preprocess.cnf,7420,4192941,47075474,1505044434,141351482,1038,4550,2167990,3368198,66415830,47,972.48,540.816,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/polynomial_multiplication_2018/Nb8T60_maplesat_preprocess.cnf,6136,3385829,12786493,2877456431,861996895,856,1077,990092,1063338,639047460,184,4927.61,3757,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_37_27_grid_maplesat_preprocess.cnf,1,0,935,1873,0,0,0,0,0,0,11,0.00261,0,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round72_restrict495_maplesat_preprocess.cnf,902,379515,1961904,1486223253,10757646,123,0,10399,3108,4144382,33,544.457,10.5752,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round32_restrict440_maplesat_preprocess.cnf,12476,7852975,10870135,3334965231,584798314,1742,90,5925335,2702152,174025608,98,4918.07,2904.15,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal32/cal32.aig_unroll9_maplesat_preprocess.cnf,3,333,816,16979,2260,0,0,0,0,1616,11,0.009843,0.000654,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand/rounds78_maplesat_preprocess.cnf,8191,4966623,24520174,4346302430,640782007,1149,4176,1201626,696702,260494396,151,4930.3,3022.45,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round32_restrict475_maplesat_preprocess.cnf,13559,8381219,10541349,3441231326,446143687,1896,36,8255583,3071866,98017173,80,4916.76,2552.82,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_94_69_grid_maplesat_preprocess.cnf,21500,14379425,225774443,584956396,437012660,3014,923847,248835,166469,357104316,283,4912.31,4502.49,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/opensource/h_TreeArb/h_TreeArb.aig_unroll19_maplesat_preprocess.cnf,28,5162,13639,560657,83365,2,0,2,1,30452,11,0.224543,0.021639,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round46_restrict470_maplesat_preprocess.cnf,7919,4407852,7285596,10944574596,362425628,1104,382,5401229,1319222,115628551,58,4836.76,932.986,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix/rounds56_maplesat_preprocess.cnf,9082,5696103,30569137,4115979129,867759279,1269,3681,2810637,1098902,338237862,162,4927.68,2926.87,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019A/picorv32_mutBX_nomem-p7.aig_unroll22_maplesat_preprocess.cnf,1167,560959,2682428,2625929733,111326424,161,12,5796,5975,10591185,271,1007.33,127.289,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round74_restrict480_maplesat_preprocess.cnf,4092,2100937,4994673,11638781739,187110719,571,5,611360,248409,43342572,72,4938.14,335.513,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/beem/lamport_nonatomic.5.prop1-func-interl.aig_unroll21_maplesat_preprocess.cnf,127,43502,109124,57064671,4275650,16,0,226,79,432571,26,17.7331,1.15553,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round78_restrict460_maplesat_preprocess.cnf,4095,2285182,5346022,10972470243,223861071,574,2,1429436,422551,72927973,73,4929.82,363.129,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/ordering_principle/op_78_maplesat_preprocess.cnf,16383,11324935,20335836,483333572,652341876,2286,3837,69300,68994,453172903,210,4915.29,4394.4,INDETERMINATE
