3500             2345.73	    
417.571		 817.749	    
14.4688		 19.3393	    
2444.43		 3316	    
3500		 3500	    
3500		 3500	    
222.657		 341.065	    
3500		 3487.27	    
874.902		 181.47	    
65.5202		 864.974	    
520.506		 799.038	    
3500		 3500	    
3500		 3500	    
1975.42		 3404.95	    
3500		 3500	    
3500		 3500	    
3500		 3468.27	    
3500		 3500	    
3500		 3500	    
36.5807		 73.7863	    
3155.14		 3500	    
129.955		 185.995	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
700.734		 661.296	    
2830.6		 3500	    
20.4304		 33.7422	    
3500		 3500	    
33.7408		 55.636	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
50.258		 74.6445	    
7.74821		 10.4081	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
765.27		 862.222	    
3500		 2517.34	    
3500		 3500	    
3500		 3500	    
3500		 3478.26	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
176.315		 107.455	    
2820.23		 3500	    
3500		 3500	    
428.897		 83.8112	    
3500		 3500	    
118.093		 340.9	    
97.9611		 100.448	    
554.174		 912.587	    
365.357		 504.181	    
3500		 3500	    
10.1354		 8.24316	    
1040.81		 1551.77	    
3500		 3500	    
38.6836		 66.3845	    
2974.86		 380.719	    
3500		 3500	    
918.603		 1487.87	    
38.7518		 56.5765	    
3500		 3500	    
404.19		 601.237	    
870.622		 1343.42	    
3500		 3500	    
757.23		 2101.64	    
1597.14		 2637.71	    
3500		 3500	    
1797.2		 3500	    
3500		 3500	    
705.656		 1060.43	    
651.118		 703.336	    
3500		 3500	    
3500		 3475.87	    
120.16		 97.2341	    
3500		 355.241	    
3500		 3500	    
22.9634		 36.6355	    
248.364		 29.0433	    
3500		 3500	    
1201.53		 1339.78	    
3500		 3500	    
0.001896	 0.002594    
743.498		 522.168	    
3500		 3500	    
3500		 3500	    
166.601		 367.913	    
903.79		 1511.85	    
501.121		 108.554	    
3500		 3500	    
3500		 3500	    
3500		 2805.78	    
3500		 3290.45	    
182.812		 271.091	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
58.4962		 3500	    
818.524		 987.272	    
3500		 3500	    
3500		 2162.92	    
990.54		 1342.75	    
0.002983	 0.004401    
809.566		 1304.08	    
3500		 3500	    
11.2139		 9.75158	    
3500		 3500	    
178.431		 184.405	    
3500		 3500	    
3500		 3500	    
882.712		 1161.77	    
3500		 3314.27	    
1922.59		 941.821	    
1094.34		 3500	    
3500		 3500	    
173.869		 491.26	    
3500		 3500	    
3500		 3500	    
668.731		 1014.71	    
538.942		 406.144	    
3500		 3500	    
928.154		 1456.62	    
268.988		 819.971	    
17.3589		 24.5607	    
225.533		 298.244	    
790.944		 3500	    
0.001618	 0.001989    
3500		 3500	    
3500		 3500	    
3500		 2799.94	    
791.726		 1056.92	    
169.442		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
98.9564		 111.088	    
742.725		 890.021	    
3500		 3153.49	    
3500		 3500	    
3500		 3220.56	    
577.055		 918.393	    
3500		 3500	    
565.764		 3500	    
3500		 3500	    
1505.99		 3500	    
482.666		 712.948	    
1472.75		 2289.36	    
3500		 3500	    
2362.03		 3500	    
3500		 3500	    
0.128448	 0.295178    
3500		 3500	    
3500		 3301.05	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3354.41	    
3500		 3114.04	    
2191.55		 3500	    
3500		 3500	    
3500		 3500	    
3500		 2203.58	    
3500		 3373.26	    
3500		 3500	    
3500		 3500	    
979.497		 742.981	    
367.024		 3500	    
3500		 3101.98	    
3500		 3500	    
0.099553	 0.081657    
214.503		 226.584	    
3500		 3500	    
3500		 3500	    
524.629		 787.973	    
922.937		 1814.81	    
3500		 3500	    
2207.36		 3500	    
3500		 3500	    
181.772		 292.401	    
3500		 3500	    
3500		 2133.51	    
206.083		 273.767	    
3500		 3500	    
1369.77		 2133.18	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
1403.13		 2213.07	    
778.439		 2051.04	    
169.046		 329.565	    
626.109		 896.045	    
1229.95		 1889	    
995.268		 1348.57	    
3500		 3500	    
72.777		 3500	    
3500		 3500	    
3500		 3500	    
691.463		 612.445	    
3500		 3500	    
145.589		 440.966	    
3500		 3049.84	    
231.844		 1308.8	    
3500		 3500	    
3500		 3388.02	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3150.01		 3193.53	    
895.975		 1517.29	    
248.692		 248.596	    
816.748		 1205.55	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
1618.3		 1229.78	    
3500		 3500	    
900.304		 1069.66	    
222.405		 323.525	    
3500		 3500	    
1304.45		 2136.8	    
3500		 3282.33	    
3500		 3500	    
3500		 3292.44	    
3500		 3500	    
893.617		 3500	    
1528.24		 2345.3	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
542.773		 1949.43	    
3500		 3500	    
374.431		 704.665	    
3500		 2005.85	    
3500		 2935.63	    
800.244		 943.176	    
718.041		 1166.83	    
3500		 3500	    
219.318		 624.738	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
365.969		 345.895	    
464.785		 795.576	    
3500		 3500	    
3500		 3500	    
406.123		 527.365	    
3500		 3500	    
3500		 1865.04	    
885.275		 1337.63	    
2776.82		 3251.1	    
147.014		 435.588	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
194.817		 163.858	    
3500		 3500	    
113.054		 298.65	    
1568.09		 733.313	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
0.001598	 0.001876    
3500		 3500	    
2571.34		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500	    
3500		 3500        
